"https://www.nbcnews.com/",506, 398,text/html; charset=utf-8
"https://www.nbcnews.com/",511, 417,text/html; charset=utf-8
"https://www.nbcnews.com/health/health-news/major-depression-rise-among-everyone-new-data-shows-n873146",93, 32,text/html; charset=utf-8
"https://www.nbcnews.com/news/us-news/trial-begin-physician-tied-3-doors-down-guitarist-s-death-n873296",95, 27,text/html; charset=utf-8
"https://www.nbcnews.com/card/blankenship-hits-back-donald-trump-jr-launches-china-people-attack-n871396",146, 177,text/html; charset=utf-8
"https://www.nbcnews.com/pages/about-nbc-news-digital",42, 71,text/html; charset=utf-8
"https://www.nbcnews.com/health/health-care/who-send-vaccines-fight-new-ebola-outbreak-n873506",97, 35,text/html; charset=utf-8
"https://www.nbcnews.com/nightly-news/video/allergy-season-is-here-and-hitting-much-of-the-country-hard-1229541443890",355, 163,text/html; charset=utf-8
"https://www.nbcnews.com/news/us-news/crooner-chris-brown-sued-woman-who-says-she-was-raped-n872836",174, 32,text/html; charset=utf-8
"https://www.nbcnews.com/news/world/muqtada-al-sadr-recasts-himself-ahead-iraq-elections-n872921",113, 30,text/html; charset=utf-8
"https://www.nbcnews.com/politics/white-house/trump-pleases-insurers-angers-democrats-drug-pricing-plan-n873501",154, 29,text/html; charset=utf-8
"https://www.nbcnews.com/storyline/smart-facts/what-iran-nuclear-deal-n868346",254, 46,text/html; charset=utf-8
"https://www.nbcnews.com/think/opinion/civility-now-foreign-concept-americans-politics-how-did-we-get-ncna873491",87, 27,text/html; charset=utf-8
"https://media2.s-nbcnews.com/j/newscms/2018_19/2429226/180511-hawaii-volcano-2-al-0901_fd5469e9958cc5705e85a0b9a06d373e.nbcnews-fp-320-240.jpg",13, 0,image/jpeg
"https://www.nbcnews.com/politics/donald-trump/trump-greets-americans-detainees-freed-north-korea-n872876",243, 43,text/html; charset=utf-8
"https://www.nbcnews.com/tech/tech-news/sean-hannity-black-lives-matter-among-targets-russian-influence-campaign-n872926",184, 40,text/html; charset=utf-8
"https://www.nbcnews.com/news/latino/best-selling-i-am-not-your-perfect-mexican-daughter-erika-n869101",190, 49,text/html; charset=utf-8
"https://www.nbcnews.com/feature/nbc-out/gender-x-ontario-issues-its-first-ever-non-binary-birth-n872676",83, 42,text/html; charset=utf-8
"https://www.nbcnews.com/news/china/ex-cia-officer-jerry-chun-shing-lee-charged-conspiring-spy-n872721",177, 33,text/html; charset=utf-8
"https://www.nbcnews.com/feature/nbc-out/teacher-suspended-after-showing-photo-future-wife-suing-school-district-n872686",81, 37,text/html; charset=utf-8
"https://media2.s-nbcnews.com/j/newscms/2018_20/2431541/180514-doughnuts-trans-fats-mc-1446_162aa1a268a59448941bc55c302ad8d0.nbcnews-fp-320-240.jpg",10, 0,image/jpeg
"https://www.nbcnews.com/news/asian-america/nearly-40-percent-asian-americans-voters-don-t-favor-party-n862806",188, 56,text/html; charset=utf-8
"https://www.nbcnews.com/pages/about-nbc-news-digital",42, 71,text/html; charset=utf-8
"https://www.nbcnews.com/health/health-care/who-send-vaccines-fight-new-ebola-outbreak-n873506",105, 47,text/html; charset=utf-8
"https://media2.s-nbcnews.com/j/newscms/2018_20/2432726/180515-sichuan-airlines-mn-0845_ca91b5870fb8f2bc0e164a8ef139cc39.nbcnews-fp-480-320.jpg",35, 0,image/jpeg
"https://www.nbcnews.com/nightly-news/video/faa-orders-emergency-inspections-after-southwest-engine-explosion-1215916099523",350, 160,text/html; charset=utf-8
"https://www.nbcnews.com/feature/nbc-out/cubans-show-lgbtq-pride-flags-dancing-havana-parade-n873746",152, 32,text/html; charset=utf-8
"https://www.nbcnews.com/feature/nbc-out/mama-dragons-mormon-mom-group-provides-support-lgbtq-kids-each-n873526",90, 41,text/html; charset=utf-8
"https://www.nbcnews.com/politics/white-house/melania-trump-hospitalized-after-undergoing-procedure-benign-kidney-condition-n874046",164, 34,text/html; charset=utf-8
"https://www.nbcnews.com/news/us-news/proskauer-law-firm-known-handling-high-profile-sex-harassment-cases-n874411",104, 46,text/html; charset=utf-8
"https://www.nbcnews.com/politics/donald-trump/trump-greets-americans-detainees-freed-north-korea-n872876",243, 43,text/html; charset=utf-8
"https://www.nbcnews.com/news/crime-courts/suspect-leak-cia-hacking-tools-already-jail-child-porn-charges-n874416",165, 37,text/html; charset=utf-8
"https://www.nbcnews.com/health/health-news/who-urges-all-countries-ban-trans-fats-n873916",160, 34,text/html; charset=utf-8
"https://media2.s-nbcnews.com/j/newscms/2018_20/2431701/180514-jordan-us-embassy-amman-se-1118a_1011126aba62323821beb64e51a2c28f.nbcnews-fp-320-240.jpg",12, 0,image/jpeg
"https://www.nbcnews.com/tech/tech-news/sean-hannity-black-lives-matter-among-targets-russian-influence-campaign-n872926",183, 40,text/html; charset=utf-8
"https://media2.s-nbcnews.com/j/newscms/2018_19/2423741/180507-melania-trump-al-1515_94eab60a47328673252442eef4ee75a2.nbcnews-fp-320-240.jpg",10, 0,image/jpeg
"https://www.nbcnews.com/business/autos/what-s-behind-81-percent-rise-pedestrians-killed-suvs-n873851",83, 30,text/html; charset=utf-8
